cid,id,SF,S,F,T,tS,DD,decay,maxcorr,nearest,need_S,need_who,margin,verdict,expr
w51_h,LL9EG0bL,5.09,2.61,2.48,0.1475,2.84,0.034,14,0.9847,rK59235m,3.795,0mR2K6lr,-1.185,NO,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 4), subindustry) + rank(volume/ts_mean(volume, 60))"
l08_k04_ind,58QlnjpM,4.28,2.27,2.01,0.1485,2.14,0.0608,8,0.9854,YP57jVzo,2.354,YP57jVzo,-0.084,NO,"group_rank(fnd6_mfma2_revt/assets, subindustry) + group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + rank(-ts_delta(close, 2))"
w102_a,A108gEJw,5.53,3.5,2.03,0.4745,3.71,0.0394,1,0.9862,0mR2K6lr,3.795,0mR2K6lr,-0.295,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(news_short_interest, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w102_f,gJQVm9KQ,5.53,3.5,2.03,0.4745,3.72,0.0393,0,0.9862,0mR2K6lr,3.795,0mR2K6lr,-0.295,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(news_short_interest, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w102_d,O0rXnEa1,5.52,3.5,2.02,0.4803,3.75,0.0394,1,0.9863,0mR2K6lr,3.795,0mR2K6lr,-0.295,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(news_short_interest, subindustry) + group_rank(dividend/(sharesout*close), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w121_f,j23759X5,4.13,2.4,1.73,0.194,1.53,0.0355,4,0.9863,kqVp6wnO,3.058,akLp3pzW,-0.658,NO,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_eaz2lrec_ratingvalue)), 120, lag=0, rettype=2))>0.6, -ts_av_diff(vec_avg(anl4_eaz2lrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))"
w120_r,MP1rjMj9,4.36,2.53,1.83,0.2089,2.08,0.0417,4,0.9868,kqVp6wnO,3.058,akLp3pzW,-0.528,NO,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=2))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))"
d1_d0_grev_xo_vol,xAYjommJ,4.55,2.44,2.11,0.0704,2.49,0.0437,40,0.9869,0mRwgR6k,2.684,XgWnklXa,-0.244,NO,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w49_a,om6RgVnE,5.25,2.62,2.63,0.1258,2.92,0.0315,20,0.9875,rK59235m,3.443,e79PvPpE,-0.823,NO,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w57_e,2rO9mVR5,5.2,3.09,2.11,0.3696,3.14,0.0337,3,0.9875,mLgd6nwX,3.487,mLgd6nwX,-0.397,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 44), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 46), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
y8_rev1_d30,1YxwPYoX,4.36,2.37,1.99,0.0869,2.18,0.0398,30,0.9875,0mRwgR6k,2.585,0mRwgR6k,-0.215,NO,"group_rank(-ts_delta(close, 1), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w121_i,Jjx9VOze,4.25,2.48,1.77,0.2079,1.99,0.0384,4,0.9875,kqVp6wnO,3.058,akLp3pzW,-0.578,NO,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=3))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))"
w92_a,akL8wRoR,4.61,2.45,2.16,0.1316,2.14,0.0346,4,0.9884,6Xr2eQaJ,3.795,0mR2K6lr,-1.345,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + 0.5*group_rank(-ts_delta(close, 10), subindustry) + 0.5*rank(volume/ts_mean(volume, 120))"
w39_e,mLgK0NVp,4.57,2.44,2.13,0.0828,1.41,0.036,40,0.989,LL98E87L,2.695,LL98E87L,-0.255,NO,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 90))"
w39_g,d5O9z2qx,4.45,2.37,2.08,0.0815,1.59,0.0377,40,0.989,LL98E87L,2.695,LL98E87L,-0.325,NO,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 4), subindustry) + rank(volume/ts_mean(volume, 60))"
w57_b,O0rR8WGv,5.26,3.12,2.14,0.37,3.15,0.0321,3,0.9892,mLgd6nwX,3.487,mLgd6nwX,-0.367,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w57_g,vRkZOKWd,5.26,3.12,2.14,0.37,3.15,0.0321,3,0.9892,mLgd6nwX,3.487,mLgd6nwX,-0.367,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w94_d,akL8gY01,5.69,3.28,2.41,0.2838,3.29,0.035,2,0.9895,e79PvPpE,3.795,0mR2K6lr,-0.515,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w95_c,kqVMYO86,5.69,3.28,2.41,0.2838,3.29,0.035,2,0.9895,e79PvPpE,3.795,0mR2K6lr,-0.515,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w95_e,d5O6PMAJ,5.67,3.28,2.39,0.2876,3.31,0.0356,2,0.9895,e79PvPpE,3.795,0mR2K6lr,-0.515,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(dividend/(sharesout*close), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w57_h,JjxoPMKl,5.3,3.14,2.16,0.3705,3.16,0.0329,3,0.9895,mLgd6nwX,3.487,mLgd6nwX,-0.347,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 44), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w100_e,LL9YOo8a,5.55,3.36,2.19,0.3648,3.52,0.0324,1,0.9899,0mR2K6lr,3.795,0mR2K6lr,-0.435,NO,"trade_when(abs(ts_delta(close, 5)) > 0.3 * ts_std_dev(close, 20), group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)"
w60_g,rK597g61,4.44,2.71,1.73,0.3715,3.06,0.0446,3,0.9906,le8EMjoN,3.487,mLgd6nwX,-0.777,NO,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w39_d,qMW5YOWE,4.21,2.29,1.92,0.0844,1.65,0.0363,40,0.9908,LL98E87L,2.695,LL98E87L,-0.405,NO,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 40))"
w82_d,zqYL9ZJd,4.32,2.47,1.85,0.2023,1.85,0.0303,4,0.9918,E5vx6NJP,3.795,0mR2K6lr,-1.325,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, bucket(rank(volume), range=""0,1,0.33"")) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
l02_revt_amb_rev3,xAYjOgRW,4.08,2.14,1.94,0.1322,1.89,0.0619,8,0.9921,YP57jVzo,2.354,YP57jVzo,-0.214,NO,"group_rank(fnd6_mfma2_revt/assets, subindustry) + group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + rank(-ts_delta(close, 3))"
y3_t010,6Xrl0ZlL,4.46,2.39,2.07,0.0853,2.32,0.0416,30,0.9926,0mRwgR6k,2.684,XgWnklXa,-0.294,NO,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
y4_t006,E5vlzNPJ,4.46,2.39,2.07,0.0853,2.32,0.0416,30,0.9926,0mRwgR6k,2.684,XgWnklXa,-0.294,NO,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
x7_s8_d30,Jjx7z0w2,4.45,2.39,2.06,0.0853,2.32,0.0416,30,0.9926,0mRwgR6k,2.684,XgWnklXa,-0.294,NO,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
l01_revt_amb60,Grdl1PeQ,4.03,2.13,1.9,0.1341,2.27,0.0602,8,0.9929,YP57jVzo,2.354,YP57jVzo,-0.224,NO,"group_rank(fnd6_mfma2_revt/assets, subindustry) + group_rank(-ts_mean(abs(returns)/volume, 60), subindustry) + rank(-ts_delta(close, 2))"
w50_a,ZY0gKO9j,5.29,2.66,2.63,0.1328,2.98,0.0305,18,0.9931,rK59235m,3.443,e79PvPpE,-0.783,NO,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w50_h,j23o69dk,5.29,2.66,2.63,0.1328,2.98,0.0305,18,0.9931,rK59235m,3.443,e79PvPpE,-0.783,NO,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w94_e,xAYoEXvm,5.89,3.01,2.88,0.1524,2.53,0.0329,6,0.9936,e79PvPpE,3.795,0mR2K6lr,-0.785,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w38_e,xAYl2K6b,4.67,2.48,2.19,0.0925,1.77,0.0367,30,0.9936,LL98E87L,3.102,O0rZ90n1,-0.622,NO,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w97_c,xAYpO9qn,5.6,3.46,2.14,0.4226,3.54,0.0303,1,0.9937,0mR2K6lr,3.795,0mR2K6lr,-0.335,NO,"quantile(group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), driver=""gaussian"")"
a1_o3_d40,P0Z7Kj0x,4.17,2.27,1.9,0.0619,2.29,0.0408,40,0.9938,0mRwgR6k,2.585,0mRwgR6k,-0.315,NO,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 3)) + rank(volume/ts_mean(volume, 60))"
w34_o,wpY9V9vY,5.12,2.87,2.25,0.2095,2.1,0.0286,8,0.9939,O0rZ90n1,3.487,mLgd6nwX,-0.617,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w96_b,A108RmPW,5.59,3.45,2.14,0.4186,3.66,0.0316,1,0.9944,0mR2K6lr,3.795,0mR2K6lr,-0.345,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(dividend/(sharesout*close), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w95_a,E5vM2QN1,5.61,3.45,2.16,0.4119,3.62,0.0313,1,0.9946,0mR2K6lr,3.795,0mR2K6lr,-0.345,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w96_a,6XrLnJq5,5.61,3.45,2.16,0.4119,3.63,0.0312,0,0.9946,0mR2K6lr,3.795,0mR2K6lr,-0.345,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w96_i,blR1lQEN,5.61,3.45,2.16,0.4119,3.62,0.0313,1,0.9946,0mR2K6lr,3.795,0mR2K6lr,-0.345,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w97_b,vRkXww9G,5.61,3.45,2.16,0.4119,3.62,0.0313,1,0.9946,0mR2K6lr,3.795,0mR2K6lr,-0.345,NO,"group_neutralize(group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), subindustry)"
w97_g,E5vPOze9,5.61,3.45,2.16,0.4119,3.62,0.0313,1,0.9946,0mR2K6lr,3.795,0mR2K6lr,-0.345,NO,"normalize(scale(group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))))"
w39_f,58QGA2QJ,4.5,2.4,2.1,0.0825,1.64,0.0373,40,0.995,LL98E87L,2.695,LL98E87L,-0.295,NO,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 60))"
w121_g,3q9NME20,4.43,2.53,1.9,0.1966,1.99,0.042,4,0.996,kqVp6wnO,3.058,akLp3pzW,-0.528,NO,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + 0.5*group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=2))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))"
w86_h,RRVv7mXj,4.08,2.19,1.89,0.1017,1.57,0.0382,6,0.9963,6Xr2eQaJ,3.795,0mR2K6lr,-1.605,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + 0.5*group_rank(-ts_delta(close, 10), subindustry) + 0.5*rank(volume/ts_mean(volume, 120))"
w95_b,WjPRxY7x,5.8,3.2,2.6,0.226,2.97,0.0341,3,0.9969,e79PvPpE,3.795,0mR2K6lr,-0.595,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w48_i,A10e7Zag,4.19,2.23,1.96,0.1416,2.49,0.0392,21,0.997,e791WzbO,2.992,rK59235m,-0.762,NO,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w50_b,YP58geov,5.28,2.69,2.59,0.1416,3.03,0.0302,16,0.9973,rK59235m,3.795,0mR2K6lr,-1.105,NO,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
z1_cfevcashxo,vRkj6JqA,4.71,2.42,2.29,0.0987,1.96,0.0369,6,0.9973,ZY07MXgd,2.706,ZY07MXgd,-0.286,NO,"group_rank(ts_av_diff(cashflow_op/enterprise_value,60),subindustry) + group_rank(ts_av_diff(cash/assets,30),subindustry) + group_rank(fnd6_xopr/assets,subindustry)"
w97_f,vRkXwvNA,5.88,3.07,2.81,0.1689,2.62,0.033,1,0.9975,e79PvPpE,3.795,0mR2K6lr,-0.725,NO,"ts_decay_linear(group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), 5)"
y1_d35,d5Ojz1kK,4.38,2.36,2.02,0.0768,2.33,0.0413,35,0.9977,0mRwgR6k,2.585,0mRwgR6k,-0.225,NO,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w57_c,ZY0gAMW8,5.09,3.15,1.94,0.4698,3.19,0.0316,2,0.9981,mLgd6nwX,3.487,mLgd6nwX,-0.337,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w94_c,N1QG2wgq,5.82,3.12,2.7,0.1937,2.75,0.0342,4,0.9991,e79PvPpE,3.795,0mR2K6lr,-0.675,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(dividend/(sharesout*close), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
