id,cid,SF,tS,corr,hit,neut,expr
gJQVm9KQ,w102_f,5.53,3.72,0.987,0mR2K6lr,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(news_short_interest, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
A108gEJw,w102_a,5.53,3.71,0.987,0mR2K6lr,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(news_short_interest, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
j23759X5,w121_f,4.13,1.53,0.9871,kqVp6wnO,SUBINDUSTRY,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_eaz2lrec_ratingvalue)), 120, lag=0, rettype=2))>0.6, -ts_av_diff(vec_avg(anl4_eaz2lrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))"
O0rXnEa1,w102_d,5.52,3.75,0.9871,0mR2K6lr,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(news_short_interest, subindustry) + group_rank(dividend/(sharesout*close), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
9qjZ9o3q,x162_w165_04_MAR,4.04,1.28,0.9875,akbjdK26,MARKET,"1.5*group_rank(fnd6_pstkl/cap, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 1.25*group_rank(-ts_rank(returns, 20), subindustry)"
MP1rjMj9,w120_r,4.36,2.08,0.9876,kqVp6wnO,SUBINDUSTRY,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=2))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))"
xAYjommJ,d1_d0_grev_xo_vol,4.55,2.49,0.9877,0mRwgR6k,SUBINDUSTRY,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
om6RgVnE,w49_a,5.25,2.92,0.9883,rK59235m,SUBINDUSTRY,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
1YxwPYoX,y8_rev1_d30,4.36,2.18,0.9883,0mRwgR6k,SUBINDUSTRY,"group_rank(-ts_delta(close, 1), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
Jjx9VOze,w121_i,4.25,1.99,0.9883,kqVp6wnO,SUBINDUSTRY,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=3))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))"
2rO9mVR5,w57_e,5.2,3.14,0.9883,mLgd6nwX,SUBINDUSTRY,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 44), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 46), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
GrbrQbWZ,w158_05,6.65,2.24,0.9888,pwRwWoJ3,SUBINDUSTRY,"1.5*group_rank(ts_av_diff(cashflow_op/enterprise_value,45), subindustry) + group_rank(fn_accrued_liab_curr_a/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 2.0*group_rank(-ts_rank(returns, 20), subindustry) + 2.0*group_rank(-ts_mean(abs(returns)/volume, 20), subindustry)"
akL8wRoR,w92_a,4.61,2.14,0.9892,6Xr2eQaJ,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + 0.5*group_rank(-ts_delta(close, 10), subindustry) + 0.5*rank(volume/ts_mean(volume, 120))"
d5O9z2qx,w39_g,4.45,1.59,0.9898,LL98E87L,SUBINDUSTRY,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 4), subindustry) + rank(volume/ts_mean(volume, 60))"
mLgK0NVp,w39_e,4.57,1.41,0.9898,LL98E87L,SUBINDUSTRY,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 90))"
O0rR8WGv,w57_b,5.26,3.15,0.99,mLgd6nwX,SUBINDUSTRY,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
vRkZOKWd,w57_g,5.26,3.15,0.99,mLgd6nwX,SUBINDUSTRY,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
akL8gY01,w94_d,5.69,3.29,0.9903,e79PvPpE,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
kqVMYO86,w95_c,5.69,3.29,0.9903,e79PvPpE,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
d5O6PMAJ,w95_e,5.67,3.31,0.9903,e79PvPpE,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(dividend/(sharesout*close), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
Grb1k8P3,x167_A1_swap_ret10,4.47,1.62,0.9903,58znv2Y1,SECTOR,"1.5*group_rank(fnd6_newa1v1300_aol2/cap, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(fn_accrued_liab_curr_a/assets, subindustry) + 1.5*group_rank(-ts_rank(returns, 10), subindustry)"
JjxoPMKl,w57_h,5.3,3.16,0.9903,mLgd6nwX,SUBINDUSTRY,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 44), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
LL9YOo8a,w100_e,5.55,3.52,0.9907,0mR2K6lr,SUBINDUSTRY,"trade_when(abs(ts_delta(close, 5)) > 0.3 * ts_std_dev(close, 20), group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)"
rK597g61,w60_g,4.44,3.06,0.9914,le8EMjoN,SUBINDUSTRY,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
A1N1e5pd,w159_07,5.43,1.49,0.9915,O0N0R5NY,SUBINDUSTRY,"1.5*group_rank(ts_av_diff(assets_curr/assets,30), subindustry) + group_rank(fn_accrued_liab_curr_a/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 1.5*group_rank(volume/ts_mean(volume, 120), subindustry) + 1.5*group_rank(-ts_rank(returns, 20), subindustry)"
qMW5YOWE,w39_d,4.21,1.65,0.9916,LL98E87L,SUBINDUSTRY,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 40))"
883wqwVX,w122_b,4.87,2.24,0.9917,akLp3pzW,SUBINDUSTRY,"group_rank(fnd6_cicurr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + 0.35*group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + 0.35*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + 0.35*group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + 0.35*group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
zqYL9ZJd,w82_d,4.32,1.85,0.9926,E5vx6NJP,SUBINDUSTRY,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, bucket(rank(volume), range=""0,1,0.33"")) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
xAYjOgRW,l02_revt_amb_rev3,4.08,1.89,0.9929,YP57jVzo,SUBINDUSTRY,"group_rank(fnd6_mfma2_revt/assets, subindustry) + group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + rank(-ts_delta(close, 3))"
Jjx7z0w2,x7_s8_d30,4.45,2.32,0.9934,0mRwgR6k,SUBINDUSTRY,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
E5vlzNPJ,y4_t006,4.46,2.32,0.9934,0mRwgR6k,SUBINDUSTRY,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
6Xrl0ZlL,y3_t010,4.46,2.32,0.9934,0mRwgR6k,SUBINDUSTRY,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
Grdl1PeQ,l01_revt_amb60,4.03,2.27,0.9937,YP57jVzo,SUBINDUSTRY,"group_rank(fnd6_mfma2_revt/assets, subindustry) + group_rank(-ts_mean(abs(returns)/volume, 60), subindustry) + rank(-ts_delta(close, 2))"
ZY0gKO9j,w50_a,5.29,2.98,0.9939,rK59235m,SUBINDUSTRY,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
j23o69dk,w50_h,5.29,2.98,0.9939,rK59235m,SUBINDUSTRY,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
xAYoEXvm,w94_e,5.89,2.53,0.9944,e79PvPpE,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
xAYl2K6b,w38_e,4.67,1.77,0.9944,LL98E87L,SUBINDUSTRY,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
xAYpO9qn,w97_c,5.6,3.54,0.9945,0mR2K6lr,SUBINDUSTRY,"quantile(group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), driver=""gaussian"")"
P0Z7Kj0x,a1_o3_d40,4.17,2.29,0.9947,0mRwgR6k,SUBINDUSTRY,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 3)) + rank(volume/ts_mean(volume, 60))"
wpY9V9vY,w34_o,5.12,2.1,0.9947,O0rZ90n1,SUBINDUSTRY,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
A108RmPW,w96_b,5.59,3.66,0.9952,0mR2K6lr,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(dividend/(sharesout*close), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
A1N1e7YW,w159_03,5.45,1.38,0.9954,O0N0R5NY,SUBINDUSTRY,"1.5*group_rank(ts_av_diff(assets_curr/assets,30), subindustry) + group_rank(fn_accrued_liab_curr_a/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 1.25*group_rank(volume/ts_mean(volume, 120), subindustry) + 1.25*group_rank(-ts_rank(returns, 20), subindustry)"
vRkXww9G,w97_b,5.61,3.62,0.9955,0mR2K6lr,SUBINDUSTRY,"group_neutralize(group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), subindustry)"
E5vPOze9,w97_g,5.61,3.62,0.9955,0mR2K6lr,SUBINDUSTRY,"normalize(scale(group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))))"
E5vM2QN1,w95_a,5.61,3.62,0.9955,0mR2K6lr,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
blR1lQEN,w96_i,5.61,3.62,0.9955,0mR2K6lr,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
6XrLnJq5,w96_a,5.61,3.63,0.9955,0mR2K6lr,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
58QGA2QJ,w39_f,4.5,1.64,0.9958,LL98E87L,SUBINDUSTRY,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 60))"
E5p5NGzr,w159_02,5.46,1.36,0.9959,O0N0R5NY,SUBINDUSTRY,"1.5*group_rank(ts_av_diff(assets_curr/assets,30), subindustry) + group_rank(fn_accrued_liab_curr_a/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(volume/ts_mean(volume, 90), subindustry) + group_rank(-ts_rank(returns, 20), subindustry)"
3q9NME20,w121_g,4.43,1.99,0.9968,kqVp6wnO,SUBINDUSTRY,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1"")) + 0.5*group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=2))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(ts_rank(cap, 250)), range=""0.1, 1, 0.1""))"
RRVv7mXj,w86_h,4.08,1.57,0.9971,6Xr2eQaJ,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + 0.5*group_rank(-ts_delta(close, 10), subindustry) + 0.5*rank(volume/ts_mean(volume, 120))"
WjPRxY7x,w95_b,5.8,2.97,0.9978,e79PvPpE,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
A10e7Zag,w48_i,4.19,2.49,0.9978,e791WzbO,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
vRkj6JqA,z1_cfevcashxo,4.71,1.96,0.9981,ZY07MXgd,SUBINDUSTRY,"group_rank(ts_av_diff(cashflow_op/enterprise_value,60),subindustry) + group_rank(ts_av_diff(cash/assets,30),subindustry) + group_rank(fnd6_xopr/assets,subindustry)"
YP58geov,w50_b,5.28,3.03,0.9981,rK59235m,SUBINDUSTRY,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
vRkXwvNA,w97_f,5.88,2.62,0.9983,e79PvPpE,SUBINDUSTRY,"ts_decay_linear(group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), 5)"
